t,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,0.02100000000194,0.0999904835224872,0.0,9.858000000000002,16.2,5.4,0.3850817669777473,0.38508176697774726
0.002,0.05068627492549278,0.24134024463264478,6.143833715525811,9.25661457881769,13.854044632624383,4.61836562036379,0.3850817669777473,0.4245439740730449
0.004,0.057478520043796465,0.2736811909907256,11.711031227572203,8.743546824301967,11.910920772292714,3.971065639577581,0.3850817669777473,0.4629909881703126
0.006000000000000001,0.0619653377186034,0.29504495616880855,16.75228556514406,8.312656132592258,10.283201076011917,3.4288830205253285,0.3850817669777473,0.5004300293635795
0.008,0.06580349710147206,0.3133201662875682,21.313853626750987,7.958311055283879,8.918463635336765,2.9743359836036682,0.3850817669777473,0.5368703661161446
0.01,0.06941947445586072,0.33053746743224843,25.43794425542874,7.675257427241679,7.775042744984537,2.5935364402925463,0.3850817669777473,0.5723230405930675
0.012000000000000002,0.07294336911431036,0.3473163212773979,29.163072365578596,7.458585621980805,6.818485652670423,2.2750026410929163,0.3850817669777473,0.606800639119086
0.014,0.07644388831701655,0.3639838740214935,32.524382091352415,7.303707595519869,6.020081502855126,2.00916740921073,0.3850817669777473,0.6403170895692482
0.016,0.07996915064168779,0.3807692399431565,35.55394166652403,7.206333845785417,5.355686178079594,1.7879857306057645,0.3850817669777473,0.6728874525298302
0.018,0.08353810448605789,0.39776264092101543,38.28101250872699,7.162452826134155,4.804888065741054,1.6046564591832022,0.3850817669777473,0.704527735961592
0.02,0.08716223994085047,0.41501878646588314,40.7322947646156,7.168306654871775,4.350237489436244,1.4533654609336217,0.3850817669777473,0.7352546841177219
0.022000000000000002,0.0908460524662891,0.43255908149401523,42.932151375106464,7.22039015268366,3.977243534663429,1.3292845670989983,0.3850817669777473,0.7650857709566677
0.024000000000000004,0.09459794432248583,0.4504235329602313,44.90281253972618,7.315415288163679,3.6733957005349973,1.2282455042384441,0.3850817669777473,0.7940389127742472
0.026,0.09842005342734254,0.4686223204571369,46.66456229471744,7.450333668480433,3.428793229447517,1.1469496345387369,0.3850817669777473,0.8221326524776129
0.028,0.10231665356002224,0.4871757933773481,48.23590876956042,7.622262637597815,3.234245239530427,1.082334773695434,0.3850817669777473,0.8493855780196963
0.03,0.10628846764426769,0.5060873938872738,49.63373954969336,7.828539623536869,3.0827505086914266,1.0320683783123337,0.3850817669777473,0.8758167611532447
0.032,0.1103365192977327,0.5253619958928252,50.873463448316215,8.066650045412777,2.967767893593627,0.9939711215641487,0.3850817669777473,0.9014452076182552
0.034,0.11446140445128263,0.545002436889972,51.969139876187015,8.33425079725593,2.883972653600694,0.9662689816010018,0.3850817669777473,0.9262900642265006
0.036,0.118663307194839,0.565009593413965,52.933596894316935,8.629157222395074,2.826884498472723,0.9474692704259244,0.3850817669777473,0.9503705116698975
0.038,0.12294256504428501,0.5853850725303448,53.77853893956473,8.949302646798287,2.7923993714869884,0.9362046478112507,0.3850817669777473,0.9737055371463866
0.04,0.12729873464894673,0.6061267632463374,54.51464512652716,9.292796851614579,2.7775620921100175,0.9314905481612579,0.3850817669777473,0.9963142795021228
0.042,0.13173120052337153,0.6272317349577528,55.15165895009493,9.657828957996946,2.779375363303412,0.9323283687876771,0.3850817669777473,1.0182154790493585
0.044000000000000004,0.13623924966237497,0.6486965927249166,55.69847014092904,10.042752936386607,2.7958113610194575,0.9380425052595341,0.3850817669777473,1.0394279572089287
0.046000000000000006,0.14082325974012516,0.6705231348251002,56.16318936030653,10.445984803946041,2.8246639251677634,0.9478979266126838,0.3850817669777473,1.0599700799526741
0.04800000000000001,0.1454824392288282,0.6927075924370254,56.553216360735426,10.86608707907562,2.864491670684276,0.961414402707326,0.3850817669777473,1.0798601900097287
0.049999999999999996,0.15021461259685304,0.7152396068721364,56.87530218394206,11.301676869415216,2.9136974049244073,0.978059783307217,0.3850817669777473,1.0991161763789195
0.052,0.1550191149373167,0.7381160122084938,57.13560591783136,11.751496891632506,2.9712149681430815,0.9974788394691387,0.3850817669777473,1.1177557986679565
0.054,0.15989775399968814,0.7613454159576912,57.33974648839197,12.214341533621942,3.0359025094578387,1.0192911149158712,0.3850817669777473,1.1357963877370854
0.056,0.16484896835756216,0.7849203834634803,57.492849920880516,12.689104289398735,3.1069318277722795,1.043220651050321,0.3850817669777473,1.1532550392059817
0.058,0.16986876124888686,0.8088218843368102,57.59959246662528,13.17472608716229,3.1834570396654023,1.0689855962946908,0.3850817669777473,1.1701484383624314
0.06,0.17495672943755522,0.8330479985884761,57.66423995711751,13.670271153169868,3.2650177132509968,1.0964325098053225,0.3850817669777473,1.186493084483998
0.062,0.18011323144524152,0.857600433302076,57.6906837154212,14.17480562121065,3.3509510425449696,1.1253405273826766,0.3850817669777473,1.2023049791788196
0.064,0.18533801233200717,0.8824779745934325,57.68247332606136,14.687491824238197,3.4408345768482165,1.1555688581934782,0.3850817669777473,1.2175998530049532
0.066,0.19063024526077274,0.9076766855178139,57.642846538205696,15.207572207850726,3.534417581261689,1.1870339176793308,0.3850817669777473,1.232393133163372
0.068,0.1959875638455981,0.9331852986431095,57.57475655291472,15.734258014299186,3.6311612386661785,1.2195561482482478,0.3850817669777473,1.2466997333724852
0.06999999999999999,0.2014092904294433,0.9590005873381248,57.48089692329757,16.266902734399316,3.7309343044057908,1.2530917710489111,0.3850817669777473,1.2605343628722747
0.072,0.2068944552234691,0.9851179340002437,57.36372427639267,16.80486206651193,3.833484740371311,1.287556765666469,0.3850817669777473,1.2739113095272105
0.074,0.21244239047252567,1.0115341591456424,57.22547904732517,17.34751228145883,3.938517849812704,1.322852900051506,0.3850817669777473,1.2868444770833432
0.076,0.21805194411651455,1.0382437772959263,57.068204399624335,17.894326794822646,4.045935730987008,1.3589475021809048,0.3850817669777473,1.2993474544935082
0.078,0.22372230346387983,1.0652429188595895,56.8937634903723,18.444757507065088,4.155520228890898,1.3957678405591296,0.3850817669777473,1.3114334688404345
0.08,0.2294525957491625,1.0925274282061448,56.703855224976046,18.99832741804686,4.267147089558146,1.433272464771862,0.3850817669777473,1.3231153848731987
0.082,0.23524194893215958,1.1200931531583758,56.50002863368791,19.554587161517592,4.380705926870533,1.471424545280555,0.3850817669777473,1.3344057344131126
0.084,0.2410894462253031,1.1479357284766538,56.2836959904421,20.113053489413197,4.496010782486838,1.5101620810764096,0.3850817669777473,1.3453167963153094
0.08600000000000001,0.24699432401816732,1.176051518266899,56.05614478402723,20.673382170596994,4.6130388061291425,1.549477402742325,0.3850817669777473,1.3558603512828444
0.08800000000000001,0.2529557968555154,1.20443678262202,55.81854864199115,21.235229326127655,4.731741784893843,1.589354394161329,0.3850817669777473,1.3660478832539797
0.09000000000000001,0.25897310377601934,1.2330878982614872,55.571977298891284,21.798281546106733,4.852087850728203,1.6297823850519029,0.3850817669777473,1.3758905404581943
0.09200000000000001,0.26504549335944083,1.2620012873342084,55.3174056924899,22.362085974696427,4.973849063812041,1.6706853979244107,0.3850817669777473,1.3853994971151118
0.09400000000000001,0.27117225798850014,1.2911735805547566,55.0557222641804,22.926439641704455,5.097088129488601,1.7120842667726126,0.3850817669777473,1.3945851246622856
0.09600000000000002,0.2773527078404773,1.3206014933656416,54.7877365332574,23.491093918550355,5.221788928407428,1.7539735717640557,0.3850817669777473,1.4034576208813534
0.09799999999999999,0.28358617759011456,1.3502818578528537,54.51418600855386,24.055830686068624,5.347951736539535,1.7963533557127993,0.3850817669777473,1.4120268477592315
0.09999999999999999,0.2898721415658242,1.3802121710565716,54.23574249541143,24.620282510087982,5.475396880102302,1.8391637250752573,0.3850817669777473,1.4203028643784754
0.102,0.29620998674506055,1.4103895140996174,53.95301785087966,25.184287124930673,5.604151785822081,1.8824137694136538,0.3850817669777473,1.4282948764434935
0.104,0.3025991499619623,1.4408112054950022,53.66656923541213,25.74767317414582,5.734217037448567,1.9261036390392643,0.3850817669777473,1.4360118712148768
0.106,0.30903910685113206,1.4714747485022672,53.376903905105536,26.310277475566267,5.865585226970206,1.9702308240123567,0.3850817669777473,1.443462566346258
0.108,0.31552937813877013,1.5023778610824146,53.084483584674544,26.871850204593265,5.998173526946575,2.014767696168173,0.3850817669777473,1.4506558494488688
0.11,0.3220695049084445,1.5335183581270662,52.78972845783899,27.43222811659629,6.13195565752877,2.0597054634216763,0.3850817669777473,1.4576000136226506
0.112,0.32865905396432193,1.5648941769952316,52.493020808592185,27.991296986342906,6.266933271473535,2.10504463896352,0.3850817669777473,1.4643029232193852
0.114,0.33529762629170934,1.5965034177977622,52.19470834389052,28.548932355891807,6.403090813768699,2.1507800063386435,0.3850817669777473,1.4707722753353913
0.116,0.34198483521808776,1.6283442394121765,51.895107225633694,29.104972840875313,6.540398249922686,2.196901528529396,0.3850817669777473,1.4770158426282953
0.118,0.3487203239926583,1.6604149431868134,51.59450483736645,29.65927234943712,6.678828336430599,2.2434000998742882,0.3850817669777473,1.483041120847637
0.12,0.35550378344888967,1.6927140570401993,51.29316230890821,30.211752547716223,6.8183739727810035,2.2902733251438283,0.3850817669777473,1.4888549747013302
0.122,0.36233492437829673,1.7252402039201309,50.991316820087015,30.76232079789545,6.95902106095457,2.3375164804122206,0.3850817669777473,1.494464191760577
0.124,0.3692134273830616,1.7579918630293587,50.689183702901566,31.310815777383652,7.100751062598145,2.3851233632272217,0.3850817669777473,1.4998761252243293
0.126,0.37613898478656316,1.7909675693805436,50.38695835974476,31.857064953121952,7.24354545114942,2.4330877764473873,0.3850817669777473,1.5050981106148265
0.128,0.3831114524479583,1.8241666366540388,50.08481801377984,32.40109277360205,7.387401838987974,2.4814089032190374,0.3850817669777473,1.5101353528450272
0.13,0.3901306433942764,1.8575881745870948,49.78292330615208,32.94283766475448,7.532312055124825,2.5300840005454224,0.3850817669777473,1.5149937984161579
0.132,0.3971963986620205,1.8912314262827152,49.481419753435205,33.482249179087525,7.678269670653462,2.579110907425072,0.3850817669777473,1.5196791494549393
0.134,0.404308587297167,1.9250957682096552,49.18043907753908,34.01928799568734,7.825269998749847,2.628488044851793,0.3850817669777473,1.5241968637135872
0.136,0.4114671063551662,1.9591807102024246,48.88010041923566,34.55392592021784,7.973310094672408,2.6782144158146677,0.3850817669777473,1.528552154569811
0.138,0.4186718809009414,1.9934858954612822,48.58051144548476,35.086145884920796,8.122388755762055,2.728289605298058,0.3850817669777473,1.5327499910268154
0.13999999999999999,0.4259227965248133,2.0280107792300788,48.28176935984967,35.61589657415906,8.27249991482376,2.7787115776765408,0.3850817669777473,1.536795604549808
0.142,0.43321912031056126,2.0627518717637057,47.983961824480666,36.14270309909812,8.423575953523532,2.829457777757673,0.3850817669777473,1.5406988378626483
0.144,0.44056128445236487,2.0977112309338293,47.687167801402644,36.66686625320134,8.575662316565717,2.8805433460514465,0.3850817669777473,1.5444607491628037
0.146,0.44794926111233463,2.1328887241916856,47.391458320165974,37.188369810657576,8.72875841199586,2.931968075931021,0.3850817669777473,1.5480858176900878
0.148,0.4553830458401925,2.168284330347491,47.09689717830285,37.707205564619,8.882864937466628,2.983732191912398,0.3850817669777473,1.5515783130221232
0.15,0.4628626575732716,2.2038981395704416,46.803541580467126,38.2233733272012,9.037983880237816,3.0358363496544234,0.3850817669777473,1.5549422950743437
0.152,0.47038813863651635,2.2397303533887105,46.51144272162193,38.736880929483135,9.19411851717636,3.0882816359587846,0.3850817669777473,1.5581816140999913
0.154,0.4779595547424822,2.27578128468945,46.220646319169965,39.247744221507126,9.351273414756326,3.141069568770011,0.3850817669777473,1.561299910690119
0.156,0.4855769949913361,2.3120513577187927,45.93119309849293,39.75598707227889,9.509454429058911,3.194202097175473,0.3850817669777473,1.5643006157735893
0.158,0.4932397326823313,2.3485371123263077,45.643119235976386,40.26116809242638,9.668584178977222,3.2476534074332193,0.3850817669777473,1.5671930897562005
0.16,0.5009481178490465,2.385240215179937,45.356456763238995,40.763447967724424,9.82869267077069,3.3014335059265547,0.3850817669777473,1.5699787775540424
0.162,0.5087023944931565,2.4221618280818444,45.0712339359605,41.262922414157934,9.989798164597511,3.355548482111902,0.3850817669777473,1.5726598611980351
0.164,0.516502653939234,2.459302385869563,44.78747557040544,41.759595871419535,10.151902476203192,3.409998941393709,0.3850817669777473,1.5752396010699543
0.166,0.5243490047079478,2.496662405259004,44.50520335046862,42.25347730633468,10.315008087303402,3.4647857123047183,0.3850817669777473,1.577721093183827
0.168,0.5322415725160614,2.5342424848444507,44.22443610782157,42.744580212861706,10.479118145584003,3.519909846505964,0.3850817669777473,1.5801072691859335
0.17,0.5401805002764347,2.57204330509857,43.94519007751303,43.2329226120918,10.644236464701011,3.575372618786777,0.3850817669777473,1.582400896354806
0.17200000000000001,0.5481659480980225,2.610065628372398,43.667479131171284,43.71852705224903,10.81036752428062,3.6311755270647827,0.3850817669777473,1.5846045776012287
0.17400000000000002,0.556197666398886,2.6483082662936144,43.39131498976755,44.20123311435094,10.977486707027234,3.687310350812572,0.3850817669777473,1.5867239868224985
0.17600000000000002,0.5642755586864519,2.686770759417503,43.11670741772898,44.680944592646775,11.145579536199653,3.743772257386458,0.3850817669777473,1.588763603620141
0.17800000000000002,0.572400108303487,2.7254554091572527,42.8436644000328,45.15781692702048,11.314671428671263,3.8005697403157312,0.3850817669777473,1.5907234790144122
0.18000000000000002,0.5805714664809918,2.764362935591951,42.57219230377075,45.631856663915485,11.484764113270616,3.857703381389021,0.3850817669777473,1.5926061470439088
0.18200000000000002,0.5887897962713639,2.8034941150876955,42.302296025542454,46.10307251626999,11.655859610068251,3.9151738603543724,0.3850817669777473,1.594414018114044
0.18400000000000002,0.5970552725483959,2.842849780297587,42.033979125917696,46.57147536351701,11.827960230376682,3.972981954919244,0.3850817669777473,1.5961493789970498
0.18600000000000003,0.6053680820072774,2.882430820161734,41.7672439520991,47.037078251584404,12.001068576750399,4.03112854075051,0.3850817669777473,1.5978143928319744
0.18800000000000003,0.6137284231645949,2.922238179907253,41.50209174981739,47.49989639289482,12.175187542985867,4.089614591474464,0.3850817669777473,1.599411099124684
0.19000000000000003,0.6221363877309728,2.962272296209844,41.23852276540174,47.959915926839436,12.350317534217437,4.148440243716352,0.3850817669777473,1.600942304270523
0.19200000000000003,0.6305916705812323,3.002531716230736,40.97653633888471,48.417017542834884,12.526449670380943,4.207602511232774,0.3850817669777473,1.6024137587767884
0.19399999999999998,0.6390948353974046,3.0430191239146374,40.716130988926174,48.871309776867626,12.703595445191933,4.267105260065769,0.3850817669777473,1.6038246562183411
0.19599999999999998,0.6476460712597509,3.083735419558059,40.45730449027244,49.322801570096864,12.881757588198019,4.326949408626059,0.3850817669777473,1.6051769673735305
0.19799999999999998,0.65624557506104,3.1246815406563884,40.20005394440346,49.77150297446942,13.06093902624482,4.387135941687758,0.3850817669777473,1.6064725694818058
0.19999999999999998,0.6648935515065489,3.1658584619038947,39.944375843964615,50.21742515271982,13.241142883475991,4.447665910388392,0.3850817669777473,1.6077132462437165
0.20199999999999999,0.6735902131140651,3.2072671951937357,39.6902661315266,50.66058037837024,13.422372481333193,4.508540432228887,0.3850817669777473,1.6089006878209122
0.204,0.6823357802138831,3.2489087896179445,39.43772025317013,51.10098203573053,13.604631338556127,4.569760691073579,0.3850817669777473,1.610036490836144
0.206,0.6911304809488074,3.2907843314674396,39.186733207348354,51.538644619898186,13.78792317118251,4.631327937150197,0.3850817669777473,1.6111221583732611
0.208,0.6999736327262945,3.3328905706108682,38.937299589440094,51.97343023064289,13.9722435188291,4.6932406164768965,0.3850817669777473,1.6121681070433238
0.21,0.7088660575060525,3.3752314207695915,38.689413632371306,52.405452211056954,14.157601763075906,4.755501918927689,0.3850817669777473,1.6131699832375572
0.212,0.7178080737324983,3.41780839820129,38.44306924364892,52.83473956281056,14.344002821404965,4.81811350277887,0.3850817669777473,1.614128353769462
0.214,0.7267999136312553,3.4606226086370246,38.1982600391209,53.26130668401409,14.531450951382734,4.881076798810959,0.3850817669777473,1.6150446139626773
0.216,0.7358418161484932,3.5036751898074194,37.95497937374947,53.68516890107887,14.7199505979191,4.944393300755359,0.3850817669777473,1.6159200763094634
0.218,0.744934026950929,3.546967311442656,37.713220369658515,54.10634246871717,14.909506393267364,5.008064565294374,0.3850817669777473,1.6167559704707022
0.22,0.7540767984258275,3.590500175272477,37.47297594169452,54.52484456994224,15.100123157024244,5.0720922120611975,0.3850817669777473,1.6175534432758956
0.222,0.7632703896809991,3.6342750150261818,37.234238820718,54.940693316068256,15.291805896129883,5.136477923639909,0.3850817669777473,1.6183135587231676
0.224,0.7725150665448033,3.6782930964326352,36.9970015748247,55.35390774671033,15.484559804867839,5.201223445565484,0.3850817669777473,1.6190372979792627
0.226,0.7818111015661453,3.722555717220259,36.76125662867773,55.76450782978456,15.678390264865094,5.266330586323792,0.3850817669777473,1.6197255593795465
0.228,0.7911587740144781,3.7670642071170346,36.526996281115984,56.17251446150795,15.873302845092043,5.331801217351589,0.3850817669777473,1.6203791584280058
0.23,0.8005583698798017,3.811819927850503,36.294212721189986,56.577949466398486,16.069303301862504,5.397637273036526,0.3850817669777473,1.6209988277972487
0.232,0.8100101818726634,3.8568242731477693,36.06289804276284,56.980835597275075,16.26639757883372,5.463840750717145,0.3850817669777473,1.621585217328504
0.234,0.8195145094241575,3.9020786687354923,35.833044257802094,57.381196535257594,16.464591807006336,5.530413710682881,0.3850817669777473,1.6221388940316213
0.236,0.8290716586859251,3.9475845723398946,35.60464330847713,57.779056889766835,16.663892304724428,5.597358276174054,0.3850817669777473,1.6226603420850723
0.238,0.8386792389340362,3.993330600644703,35.37768707816685,58.17410925556286,16.86425608706219,5.664659965683871,0.3850817669777473,1.6231690737669224
0.24,0.8483393173261835,4.039326596321214,35.15216740147321,58.56659530812535,17.06572183705856,5.73233180211046,0.3850817669777473,1.623653054566841
0.242,0.8580523822281014,4.08557488469923,34.92807607332765,58.95656239824361,17.268299401535085,5.800377096601857,0.3850817669777473,1.6241113746677378
0.244,0.8678186878590478,4.132076676231444,34.705404857270125,59.34402914267053,17.47199440547128,5.868797738309304,0.3850817669777473,1.624544744039748
0.246,0.8776384919925023,4.178833198293803,34.48414549297314,59.729014696532765,17.676812603228974,5.937595659814504,0.3850817669777473,1.6249538122034577
0.248,0.8875120559561662,4.225845695185505,34.26428970307719,60.111538753330606,17.882759878552342,6.0067728371296205,0.3850817669777473,1.6253391682299048
0.25,0.8974396446319626,4.273115428129008,34.04582919939797,60.49162154493804,18.08984224456785,6.07633128969728,0.3850817669777473,1.625701340740578
0.252,0.9074215264560357,4.320643675270016,33.82875568856046,60.869283841602815,18.29806584378432,6.14627308039057,0.3850817669777473,1.6260407979074165
0.254,0.9174579734187519,4.368431731677496,33.61306087711028,61.244546951946305,18.507436948092888,6.216600315513045,0.3850817669777473,1.6263579474528116
0.256,0.9275492610646988,4.416480909343664,33.39873647614822,61.617432722963635,18.717961958767003,6.287315144798715,0.3850817669777473,1.6266531366496044
0.258,0.937695668492686,4.464792537183992,33.1857742055298,61.98796354002361,18.929647406462443,6.358419761412056,0.3850817669777473,1.6269266523210881
