t,angI,Inhibition,Renin,AGT,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,351033.4060475761,0.0,9888.0,902590000000.0,0.02100000000194,0.0999904835224872,0.0,9.858000000000002,16.2,5.3999999999999995,0.3850817669777473,0.3850817669777473
0.002,2659811.9784009913,0.0,9878.622692826199,6659762490449.827,0.16686602931063443,0.7945245215574513,0.0,9.258353703673164,14.012265117697982,4.6794023815528965,0.3850817669777473,0.41393920677628965
0.004,4954745.261529986,0.0,9844.782556031272,12380258881219.613,0.3209652971352664,1.5282607262632966,0.0,8.746593075826226,12.613822669812965,4.234401198457641,0.3850817669777473,0.44186944999010497
0.006000000000000001,7234792.440637198,0.0,9779.629734692675,18063649224175.17,0.47405913697832075,2.2572096343017276,0.0,8.31860527767409,11.902780172801423,4.029407051775427,0.3850817669777473,0.4688848059760444
0.008,9500052.77065415,0.0,9677.26127844485,23710180929218.875,0.6261611386354947,2.9814359528271552,0.0,7.968495183216394,11.766962618687726,4.02520928184331,0.3850817669777473,0.49501608296323474
0.01,11750622.598905465,0.0,9532.91145124778,29320094157860.992,0.7772773306644131,3.7009683865249015,0.0,7.690907977257498,12.115090904917473,4.189901690193397,0.3850817669777473,0.5202923205304797
0.012000000000000002,13986596.913922885,0.0,9342.596912067236,34893625684621.83,0.9274134603943792,4.41583430102525,0.0,7.480860399237701,12.869959982437495,4.4964978590202005,0.3850817669777473,0.5447414268168242
0.014,16208070.283200517,0.0,9102.991886123575,40431011234523.78,1.0765758569019603,5.126063831919923,0.0,7.3336764531739735,13.965860747967126,4.9220299483620735,0.3850817669777473,0.5683904677791698
0.016,18415136.725659136,0.0,8811.378173818071,45932485165156.58,1.2247709001076663,5.831687356891615,0.0,7.2449857896780285,15.347414596881721,5.44714129517067,0.3850817669777473,0.591265628987753
0.018,20607889.618696082,0.0,8465.58036754074,51398280234993.0,1.3720048518260208,6.5327346912670805,0.0,7.210720588345804,16.968118233890696,6.0555777278684335,0.3850817669777473,0.613392176375656
0.02,22786421.9889195,0.0,8063.708453318433,56828628328101.21,1.5182839600817382,7.229235584713567,0.0,7.226975485413811,18.78611344239479,6.73270882819421,0.3850817669777473,0.6347948764452275
0.022000000000000002,24950826.008877106,0.0,7604.463652487341,62223759199660.29,1.6636144087331763,7.9212194813733205,0.0,7.2902075608436405,20.76888772277316,7.467171103426432,0.3850817669777473,0.6554973428635413
0.024000000000000004,27101193.28277995,0.0,7086.882626186702,67583901188166.04,1.8080023502082083,8.608715675733858,0.0,7.397099622689429,22.889065988856043,8.249396913343627,0.3850817669777473,0.6755224393499083
0.026,29237614.749143787,0.0,6510.372706873497,72909280972744.7,1.9514538909442438,9.29175324330133,0.0,7.544590056453572,25.124887049314122,9.071781029929578,0.3850817669777473,0.6948921723764263
0.028,31360180.868360285,0.0,5874.409675836882,78200124040650.58,2.0939751039053607,9.970361100200229,0.0,7.7297392943266745,27.455014350467202,9.92686665477782,0.3850817669777473,0.7136280311703193
0.03,33468981.467188414,0.0,5178.781511179524,83456654299792.86,2.23557202113224,10.64456796770029,0.0,7.94983591311888,29.86284659840549,10.808852261634385,0.3850817669777473,0.7317507094561615
0.032,35564105.8435005,0.0,4423.382411114897,88679094339780.28,2.3762506385970346,11.314402395332689,0.0,8.20230861569887,32.332978081327354,11.71235424860539,0.3850817669777473,0.7492803194305041
0.034,37645642.68826815,0.0,3608.2727067972755,93867665237319.03,2.5160169115803415,11.979892738877725,0.0,8.484752602764626,34.852433252126914,12.632838504357833,0.3850817669777473,0.7662362982438895
