t,angI,Inhibition,Renin,AGT,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,351033.40604757617,0.0,9888.0,902590000000.0,0.02100000000194,0.0999904835224872,0.0,9.857999999999999,16.2,5.4,0.3850817669777473,0.3850817669777473
0.002,2628637.0659933076,0.0,9879.705493594693,6660564733164.927,0.15798867240178222,0.7522554163366978,0.0,9.256325682934682,13.968990521705367,4.6691031950476205,0.3850817669777473,0.4070427179433238
0.004,4896543.579530852,0.0,9848.417115465716,12381420905216.33,0.30401638546205323,1.4475593037286325,0.0,8.743577034854864,12.500165175270066,4.211634138241272,0.3850817669777473,0.42828525484435115
0.006000000000000001,7149827.098726806,0.0,9788.345278695015,18065390177480.78,0.44909898593379355,2.1383630832776315,0.0,8.313917352983482,11.680100291300967,3.9868885961803686,0.3850817669777473,0.4488321289227601
0.008,9388584.166220123,0.0,9694.292539433562,23712716078037.344,0.5932473119148453,2.8247183600619614,0.0,7.961519381940902,11.40316099223921,3.9569022041329154,0.3850817669777473,0.4687066866789044
0.01,11612908.715625124,0.0,9562.01272551339,29323635558016.645,0.7364670264228591,3.5066520982660534,0.0,7.681063711952368,11.582618467712164,4.090505773611279,0.3850817669777473,0.4879310113898721
0.012000000000000002,13822893.715015337,0.0,9387.93255382929,34898383132014.56,0.8787633245550075,4.184189034093628,0.0,7.467575419474951,12.144656454487654,4.361171122188809,0.3850817669777473,0.5065264186017338
0.014,16018631.058980726,0.0,9169.243073005053,40437190606711.31,1.0201420439979554,4.857356963407175,0.0,7.316486593035163,13.02986677033352,4.747548588963455,0.3850817669777473,0.5245133104611427
0.016,18200212.4012994,0.0,8903.61692751996,45940289181309.5,1.160609406121812,5.526185508959326,0.0,7.223500412501074,14.18735830766784,5.231349714068456,0.3850817669777473,0.5419115128904509
0.018,20367729.129241902,0.0,8589.107044200318,51407909382744.695,1.3001712273373542,6.190702365308462,0.0,7.184558141488045,15.57266895679909,5.796596745055628,0.3850817669777473,0.5587403184520279
0.02,22521271.960393585,0.0,8224.138222346297,56840280048632.29,1.4388333009145373,6.85093511682905,0.0,7.195858279789913,17.14762496317831,6.429572072059337,0.3850817669777473,0.5750183831631719
0.022000000000000002,24660931.138797905,0.0,7807.507628786494,62237628822055.875,1.5766013821475366,7.506911167075732,0.0,7.253846524536626,18.880343403243668,7.118819123921998,0.3850817669777473,0.5907637761828781
0.024000000000000004,26786796.147497345,0.0,7338.285723755958,67600181426466.664,1.713481304129705,8.158658290040156,0.0,7.355199361099149,20.74332759115773,7.854457808673356,0.3850817669777473,0.6059939382236827
0.026,28898956.01729729,0.0,6815.8935704883515,72928162444517.92,1.8494787839930618,8.806203707569706,0.0,7.496831269404569,22.714945068901404,8.628715744278859,0.3850817669777473,0.6207257398018942
0.028,30997499.05237045,0.0,6239.886302546687,78221794625911.94,1.9845995067890791,9.449574488761781,0.0,7.675835772196335,24.775290868289193,9.434441421236212,0.3850817669777473,0.6349754932002543
0.03,33082513.02011744,0.0,5610.114324840421,83481299366317.92,2.1188491284474456,10.088797564051827,0.0,7.88952820205652,26.90931151137037,10.266227038190662,0.3850817669777473,0.6487589434842996
0.032,35154085.124493495,0.0,4926.509795727786,88706896640080.78,2.2522332534030802,10.72389961868543,0.0,8.135369709483102,29.102771299625495,11.118958703031009,0.3850817669777473,0.6620913561414044
0.034,37212302.00420007,0.0,4189.192101170344,93898804995703.4,2.384757462652698,11.354907226308306,0.0,8.411000802279515,31.34435236334675,11.988571233389644,0.3850817669777473,0.6749874795177593
0.036,39257249.7548159,0.0,3398.393353998292,99057241611651.11,2.5164273009699554,11.981846788091827,0.0,8.714213466249644,33.62423149655893,12.871536642761855,0.3850817669777473,0.6874615832915711
0.038,41289013.942663684,0.0,2554.3649317523523,104182422331279.36,2.6472482776251693,12.604744536159945,0.0,9.042892364841565,35.93278642626425,13.764399147630053,0.3850817669777473,0.6995275540698619
0.04,43307679.54386968,0.0,1657.6182132632125,109274561509192.95,2.7772258645506325,13.2236265248534,0.0,9.395150937647262,38.26425838330839,14.665091568472754,0.3850817669777473,0.7111986772534434
0.042,45313331.0062193,0.0,708.6651453583806,114333872167224.55,2.906365499244973,13.838518644558714,0.0,9.76918418581648,40.612792414020475,15.571512138672162,0.3850817669777473,0.7224878734060308
0.044000000000000004,47306052.24445696,0.0,-291.9896886685949,119360565982584.8,3.0346725838401505,14.449446617265727,0.0,10.163262390851777,42.97234444002967,16.48149109976797,0.3850817669777473,0.7334077085522045
0.046000000000000006,49285926.600353025,0.0,-1343.5900375241,124354853187148.72,3.1621524851653997,15.056435996872061,0.0,10.575883863159437,45.340549706036,17.39418109948724,0.3850817669777473,0.7439701481373149
0.04800000000000001,51253036.91913374,0.0,-2445.5643917124767,129316942760274.19,3.28881053722969,15.65951218100324,0.0,11.005504855509468,47.71230305934065,18.307749815238196,0.3850817669777473,0.7541870045288226
0.049999999999999996,53207465.47678264,0.0,-3597.1400026982647,134247042245368.95,3.414652037582573,16.25870039368503,0.0,11.450785539965086,50.08538237133256,19.221401124590326,0.3850817669777473,0.7640695228457429
0.052,55149294.02141511,0.0,-4797.526171778189,139145357854273.19,3.5396822498066056,16.854025697210997,0.0,11.910467001269641,52.45782510978843,20.134432192967267,0.3850817669777473,0.7736285943638296
0.054,57078603.81094462,0.0,-6046.033160094634,144012094562257.53,3.6639064060426327,17.44551300416651,0.0,12.383282489957443,54.82629383927284,21.045646002216902,0.3850817669777473,0.7828749193646992
