t,angI,Inhibition,Renin,AGT,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,351033.40604757617,0.0,9888.0,902590000000.0,0.02100000000194,0.0999904835224872,0.0,9.857999999999999,16.2,5.4,0.3850817669777473,0.3850817669777473
0.002,2637751.702340995,61.64077945213061,9885.053192892241,6660564011389.213,0.06357957922871942,0.30273108898326845,3.5522360726030593,9.25572732568759,13.853614991472895,4.624786556421203,0.3850817669777473,0.40712806797066564
0.004,4917421.979186533,75.42450794933639,9879.54827730585,12381416696203.797,0.07703719786077655,0.3668088886954739,6.828923380134314,8.740539247142241,11.93658115749812,3.9951620942588257,0.3850817669777473,0.42861400428676044
0.006000000000000001,7182796.671724505,81.51946015006115,9873.440368397707,18065387647843.42,0.08491830469298095,0.40433439739888793,9.850990365547128,8.306279024008706,10.342103417541676,3.473076660187946,0.3850817669777473,0.44954541190665953
0.008,9433730.93725063,84.95084284334587,9867.190295688199,23712714615708.395,0.0909474909082479,0.4330420757253625,12.63777663943481,7.947379252346173,9.011625670258823,3.0385450074362472,0.3850817669777473,0.46992888216859874
0.01,11670219.205467464,87.14651164575045,9860.96602893419,29323633835641.83,0.09615733018137013,0.4578484732465915,15.207153598812198,7.658663282108716,7.901094697015458,2.676769276887789,0.3850817669777473,0.4897716668976633
0.012000000000000002,13892320.755791726,88.66807254449985,9854.831941597922,34898380025448.938,0.10096130134166403,0.4807223493942818,17.575635888929174,7.435300195400217,6.975117771626424,2.375952914645813,0.3850817669777473,0.5090815912201159
0.014,16100112.870024847,89.7814562818142,9848.81044155999,40437186390019.47,0.10553862382617152,0.5025170488429472,19.758484403281905,7.2727753343113895,6.2044481146906945,2.1263866472809445,0.3850817669777473,0.5278669696708219
0.016,18293679.12423006,90.62892607125737,9842.902475252882,45940284630368.85,0.10999474925937042,0.5237346743982448,21.769801464213106,7.1668690895509854,5.564751737015393,1.9200139036046555,0.3850817669777473,0.5461365381551413
0.018,20473106.65400165,91.29350098752508,9837.096444085904,51407904952265.25,0.11438261260130377,0.5446272733101486,23.622618777724377,7.113639720646466,5.035815276179315,1.750157345330168,0.3850817669777473,0.5638993971095136
0.02,22638483.465932652,91.82689892304082,9831.376690296674,56840276077187.664,0.11874408424476973,0.5653942094272673,25.328978711058074,7.109402469421138,4.600652146004647,1.611211600514481,0.3850817669777473,0.581164942679498
0.022000000000000002,24789898.104674116,92.26302429970634,9825.726638326878,62237625253018.66,0.12310203797263561,0.5861443951595376,26.900009399961103,7.150710235548967,4.2448508545648025,1.4984232955297443,0.3850817669777473,0.5979428035176978
0.024000000000000004,26927439.239404522,92.62503343918286,9820.129788847109,67600178265131.625,0.12747111122665672,0.6069475259773652,28.345994154060495,7.234335904031384,3.9561491263823614,1.4077503362015225,0.3850817669777473,0.6142427851322279
