,t,Pra,Prv,Pla,Plv,Vra,Vrv,Vla,Vlv,Vpap,Vpad,Vpa,Vpc,Vpv,Ppap,Ppad,Ppa,Ppc,Ppv,Vsa,Vsap,Vsc,Vsv,Psa,Psap,Psc,Psv
0,0.7792207790000001,2.818716469954209,3.0940990299502906,5.155199034819486,10.104794902306605,77.2392888,177.14423541,60.99697623,126.53255174,30.43790817,59.76546862,51.49758158,104.87877646,307.91244142,11.279142755132074,11.878883474235078,10.360650243049626,7.74931588664663,4.98536018745295,522.12606521,191.09054537,256.06464838,2942.0057,92.90823827965434,87.30271306412538,30.041060484150247,17.871527248324902
1,0.7792207790044966,2.818716470042081,3.0940990301894553,5.155199032941736,10.104794904150191,77.23928880042325,177.14423541,60.99697622236318,126.53255174,30.437908169908546,59.76546861991273,51.49758157996538,104.87877645981845,307.9124414280317,11.279142756573998,11.878883469682899,10.360650243039162,7.749315886627986,4.985360187596819,522.126065201175,191.0905453788117,256.064648380069,2942.005699999944,92.9082382521054,87.30271306969382,30.041060484161452,17.87152724832357
2,0.7792207790044966,2.818716470042081,3.0940990301894553,5.155199032941736,10.104794904150191,77.23928880042325,177.14423541,60.99697622236318,126.53255174,30.437908169908546,59.76546861991273,51.49758157996538,104.87877645981845,307.9124414280317,11.279142756573998,11.878883469682899,10.360650243039162,7.749315886627986,4.985360187596819,522.126065201175,191.0905453788117,256.064648380069,2942.005699999944,92.9082382521054,87.30271306969382,30.041060484161452,17.87152724832357
3,0.7792207790089931,2.8187164701299525,3.0940990304286218,5.155199031063989,10.104794905993794,77.23928880084651,177.14423541,60.99697621472636,126.53255174,30.437908169817092,59.76546861982546,51.49758157993075,104.87877645963691,307.9124414360634,11.279142758015924,11.878883465130713,10.360650243028699,7.749315886609343,4.985360187740687,522.1260651923501,191.0905453876234,256.064648380138,2942.0056999998883,92.90823822455647,87.30271307526225,30.041060484172654,17.87152724832224
4,0.7792207790089931,2.8187164701299525,3.0940990304286218,5.155199031063989,10.104794905993794,77.23928880084651,177.14423541,60.99697621472636,126.53255174,30.437908169817092,59.76546861982546,51.49758157993075,104.87877645963691,307.9124414360634,11.279142758015924,11.878883465130713,10.360650243028699,7.749315886609343,4.985360187740687,522.1260651923501,191.0905453876234,256.064648380138,2942.0056999998883,92.90823822455647,87.30271307526225,30.041060484172654,17.87152724832224
5,0.7792208239741124,2.8187173488435087,3.0941014220932295,5.155180254815728,10.10481334199109,77.23929303335335,177.14423541,60.99689985103303,126.53255174,30.437907255279494,59.76546774715907,51.49758123369604,104.87877464414288,307.9125217486894,11.279157176516483,11.878837945915125,10.36065013838947,7.74931570016747,4.985361626348174,522.1259769451403,191.09063350213017,256.06464907047655,2942.0056994393212,92.90796274219386,87.30276875805022,30.041060596248133,17.87152723493273
6,0.7792208239741124,2.8187173488435087,3.0941014220932295,5.155180254815648,10.10481334199109,77.23929303335335,177.14423541,60.99689985103274,126.53255174,30.437907255279494,59.76546774715907,51.49758123369604,104.87877464414288,307.9125217486897,11.279157176516524,11.878837945914976,10.36065013838947,7.74931570016747,4.98536162634818,522.1259769451402,191.0906335021302,256.06464907047655,2942.0056994393212,92.90796274219352,87.30276875805023,30.041060596248133,17.87152723493273
7,0.7792208689392317,2.818718227556488,3.094103813762018,5.155161481046227,10.1048317780211,77.23929726585874,177.14423541,60.996823496428746,126.53255174,30.43790634074865,59.76546687448252,51.497580887464686,104.87877282865121,307.9126020522241,11.27917159352546,11.878792431907172,10.36065003375126,7.749315513725839,4.9853630647928115,522.1258887029126,191.09072161174186,256.0646497607965,2942.005698878754,92.90768727570004,87.30282443774479,30.041060708320593,17.871527221543236
8,0.7792208689392317,2.818718227556488,3.094103813762018,5.155161481046064,10.1048317780211,77.23929726585874,177.14423541,60.99682349642815,126.53255174,30.43790634074865,59.76546687448252,51.497580887464686,104.87877282865121,307.91260205222466,11.279171593525545,11.878792431906874,10.36065003375126,7.749315513725839,4.985363064792822,522.1258887029124,191.09072161174194,256.0646497607965,2942.005698878754,92.90768727569969,87.30282443774485,30.041060708320593,17.871527221543236
9,0.779220913904351,2.8187191062688917,3.094106205434981,5.155142709755076,10.104850214083779,77.23930149836269,177.14423541,60.996747150912014,126.53255174,30.437905426224557,59.76546600179581,51.497580541236694,104.87877101316188,307.91268234666893,11.279186009043071,11.878746923106116,10.360649929114064,7.749315327284449,4.985364503074626,522.1258004656665,191.09080971645866,256.0646504510978,2942.005698318187,92.90741182507423,87.30288011434612,30.04106082039003,17.87152720815374
10,0.779220913904351,2.8187191062688917,3.094106205434981,5.155142709754913,10.104850214083779,77.23930149836269,177.14423541,60.99674715091142,126.53255174,30.437905426224557,59.76546600179581,51.497580541236694,104.87877101316188,307.9126823466695,11.279186009043155,11.878746923105817,10.360649929114064,7.749315327284449,4.985364503074637,522.1258004656664,191.09080971645875,256.0646504510978,2942.005698318187,92.90741182507386,87.30288011434618,30.04106082039003,17.87152720815374
11,0.7792213635555435,2.818727893361224,3.0941301223944535,5.154955133094239,10.105034576508853,77.23934382332286,177.14423541,60.99598419534539,126.53255174,30.43789628135479,59.76545727437014,51.49757707914142,104.87875285839807,307.91348479139003,11.27933008222406,11.878292121367835,10.360648882797912,7.749313462883841,4.985378876941361,522.1249183671487,191.09169049443247,256.0646573530874,2942.0056927125192,92.90465819137466,87.30343671024563,30.04106194091821,17.871527074258793
