t,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,0.02100000000194,0.0999904835224872,0.0,9.858000000000002,16.2,5.4,0.3850817669777473,0.3850817669777473
0.002,0.14386367843039327,0.6849999412499873,0.0,9.255593827702764,13.925882177420274,4.660526343051829,0.3850817669777473,0.39608566507152215
0.004,0.2770506652521707,1.3191633322015288,0.0,8.740964247790473,12.34726930982736,4.180974480581966,0.3850817669777473,0.40672971110204187
0.006000000000000001,0.4093866061756525,1.9492745093024733,0.0,8.308472238347562,11.363299501959009,3.9236525825584283,0.3850817669777473,0.41702507848930714
0.008,0.5408761738983122,2.5753557213756624,0.0,7.952349045237246,10.877227609759606,3.852292974364216,0.3850817669777473,0.42698350176511257
0.01,0.671525904128011,3.197438087877722,0.0,7.667301106432874,10.809006373733617,3.9368883283304896,0.3850817669777473,0.4366161280835619
0.012000000000000002,0.8013403308190854,3.8155431970127633,0.0,7.44842383493185,11.091548472004181,4.152290286653507,0.3850817669777473,0.4459336351653965
0.014,0.9303254594482341,4.429699643567398,0.0,7.291179596467163,11.669418847205742,4.477719173649307,0.3850817669777473,0.45494627991649766
0.016,1.0584841280150983,5.039920940539544,0.0,7.191348338540727,12.49678477975222,4.895995493829961,0.3850817669777473,0.46366396390855963
0.018,1.1858265928956555,5.646255923166972,0.0,7.1449438419829,13.533828301871509,5.392194758051991,0.3850817669777473,0.4720963286811242
0.02,1.3123477036421538,6.2486800678420105,0.0,7.148214125055168,14.74595072920032,5.953349471695472,0.3850817669777473,0.4802527301249346
0.022000000000000002,1.4380661386561,6.847282310869322,0.0,7.197652688561052,16.1036845578613,6.568415672737162,0.3850817669777473,0.4881422067799931
0.024000000000000004,1.5629813424535592,7.442060007339042,0.0,7.289972637208371,17.582233877364956,7.2281010943801975,0.3850817669777473,0.49577352639718353
0.026,1.6870949752663964,8.033021062364833,0.0,7.422121719864107,19.16100038368943,7.9246872042697,0.3850817669777473,0.5031551302897143
0.028,1.8104137575985564,8.620197475300923,0.0,7.5912365047782195,20.82238192951909,8.651578735994738,0.3850817669777473,0.5102951991059774
0.03,1.9329450548991778,9.20362431637687,0.0,7.794664565043466,22.552338283036573,9.403515845304954,0.3850817669777473,0.5172016199055351
0.032,2.054692430775793,9.783318553537448,0.0,8.029891370576593,24.337673228417835,10.175555151761184,0.3850817669777473,0.5238820501679263
0.034,2.175661407554289,10.359306481070062,0.0,8.294608002599793,26.168730623096305,10.964080495905788,0.3850817669777473,0.5303438627086906
0.036,2.2958564566051627,10.931609389188903,0.0,8.586614505850342,28.035910288535792,11.765496691271778,0.3850817669777473,0.5365942242536579
0.038,2.415282657051864,11.500251461894425,0.0,8.903861871403425,29.93148728286884,12.576911596159844,0.3850817669777473,0.5426400609104585
0.04,2.5339449997516885,12.065256462912066,0.0,9.244433130099432,31.848792253583767,13.395828815576094,0.3850817669777473,0.5484880740160762
0.042,2.6518479793259404,12.626645793163602,0.0,9.606593780781703,33.78358066847283,14.220661066115985,0.3850817669777473,0.5541446984728866
0.044000000000000004,2.7689969633860096,13.184445010270856,0.0,9.988600611401278,35.729568991772304,15.049056552489427,0.3850817669777473,0.5596162608908388
